id;nombre;organizador;fechaInicio;fechaFin;duracion;planPago
1354;Funk and Sons;42968;2020-07-29;2021-08-16;15;2587
1355;Grant-King;19307;2018-09-18;2018-12-30;4;1929
1356;Marquardt Inc;48297;2022-01-20;2021-08-17;9;4413
1357;Jerde-Kihn;12160;2021-01-19;2019-08-12;2;4144
1358;Dickens and Sons;60744;2018-07-01;2018-02-22;15;629
1359;Upton, Gutmann and Lind;22;2018-07-27;2021-02-19;8;3252
1360;Kshlerin-Hackett;79034;2021-02-21;2020-04-23;9;3454
1361;Kuvalis, Altenwerth and Klein;52953;2021-05-06;2021-07-16;7;2686
1362;Orn, Barton and Rau;41404;2021-12-26;2021-03-15;12;3854
1363;Dietrich LLC;63544;2019-05-18;2021-09-17;14;1941
1364;Rowe-Bogisich;36565;2022-03-22;2019-03-23;9;2219
1365;Douglas-Rau;19791;2020-06-15;2021-05-03;14;2721
1366;Funk LLC;17463;2022-05-24;2018-02-07;6;1347
1367;Davis-Ziemann;21067;2020-10-24;2021-05-17;9;475
1368;Reichert Inc;23343;2022-01-22;2021-09-09;14;2920
1369;Grant, Lind and Graham;52857;2021-02-28;2019-06-15;4;3790
1370;Cronin Group;73118;2022-04-02;2020-11-04;4;475
1371;Hegmann-Paucek;48272;2021-01-06;2018-08-01;12;157
1372;Kohler Inc;63919;2021-08-30;2022-05-23;2;1568
1373;Fay Group;56341;2019-12-29;2019-09-10;8;1644
1374;Weber-Turner;40758;2018-05-09;2018-08-27;6;4612
1375;Emmerich, Schuster and Oberbrunner;33076;2022-01-22;2022-07-21;8;4053
1376;Barton, Grimes and Ortiz;23264;2020-03-10;2021-12-17;3;63
1377;Gutkowski-Marvin;77154;2018-06-25;2020-05-05;4;3644
1378;Wolf, Gleason and Reichert;59027;2021-02-26;2021-06-20;5;4328
1379;Kihn Group;15091;2021-08-29;2020-10-06;5;3094
1380;Cremin-Grant;48868;2020-10-21;2018-01-25;9;878
1381;Ullrich, Hessel and Gleichner;29310;2021-04-29;2021-05-18;9;1552
1382;Runolfsdottir, Reilly and Pfeffer;18670;2022-09-27;2021-02-08;14;1530
1383;Schaefer, Runolfsson and Christiansen;71127;2022-12-17;2019-11-03;6;4303
1384;Hintz-Wiegand;72615;2018-08-10;2019-09-01;3;2426
1385;Funk-Dibbert;19032;2022-12-29;2019-04-01;6;3733
1386;Kreiger, Homenick and Beahan;59425;2019-10-16;2021-11-03;12;3858
1387;Gulgowski Inc;33028;2022-11-22;2018-10-06;7;3385
1388;Reichel Group;31722;2019-10-05;2020-02-01;13;621
1389;Mraz-Grant;30746;2022-09-08;2022-06-24;4;3892
1390;Harvey, Steuber and Wilderman;49636;2018-03-03;2022-08-13;3;4653
1391;Labadie-Ryan;71555;2019-11-27;2018-07-02;5;3576
1392;Kunze and Sons;46626;2018-03-05;2022-02-04;3;4646
1393;Kris Group;41225;2019-10-13;2018-07-15;12;2035
1394;Donnelly, Schneider and Tromp;9157;2021-09-22;2019-12-21;13;1973
1395;Hane LLC;2884;2020-11-17;2021-12-19;2;2815
1396;Kuhic, Bernhard and Berge;57627;2019-09-03;2021-11-06;15;2490
1397;Mayert Group;64041;2021-08-06;2020-03-05;9;3174
1398;Stark-Towne;18869;2019-03-14;2018-03-09;4;1736
1399;Crooks, Kassulke and Schroeder;55783;2019-01-08;2018-03-01;15;1607
1400;Bernhard-Jacobs;64914;2019-08-18;2019-04-12;6;1621
1401;Keebler, Goldner and Stamm;62205;2019-12-01;2018-11-11;1;2340
1402;Hirthe, Nikolaus and Pouros;67498;2018-02-18;2019-10-05;14;1885
1403;Breitenberg, Veum and Gaylord;10809;2022-07-03;2021-04-07;1;4853
1404;Funk and Sons;23251;2021-07-23;2022-12-14;4;16
1405;Grant-King;22117;2018-11-01;2018-08-04;14;4510
1406;Marquardt Inc;67618;2020-10-12;2021-07-19;7;4775
1407;Jerde-Kihn;45810;2021-05-31;2019-09-07;5;1579
1408;Dickens and Sons;45787;2020-11-02;2018-09-10;8;994
1409;Upton, Gutmann and Lind;953;2022-05-25;2018-08-26;4;1060
1410;Kshlerin-Hackett;28357;2022-11-09;2018-06-10;12;1486
1411;Kuvalis, Altenwerth and Klein;4378;2021-10-19;2021-09-16;9;2141
1412;Orn, Barton and Rau;45650;2020-01-05;2021-07-30;1;2693
1413;Dietrich LLC;47257;2020-03-04;2020-05-30;15;1817
1414;Rowe-Bogisich;14487;2022-10-02;2019-11-21;2;4024
1415;Douglas-Rau;16232;2020-11-26;2021-03-12;5;2254
1416;Funk LLC;66240;2021-05-05;2019-05-13;6;379
1417;Davis-Ziemann;33933;2020-10-08;2021-09-18;4;4755
1418;Reichert Inc;43883;2021-06-10;2021-12-22;14;3510
1419;Grant, Lind and Graham;32959;2018-04-10;2019-08-14;11;3384
1420;Cronin Group;27134;2020-05-11;2019-03-10;3;2050
1421;Hegmann-Paucek;46311;2020-01-01;2020-11-27;6;931
1422;Kohler Inc;32528;2020-02-27;2018-07-19;8;4641
1423;Fay Group;78853;2021-05-07;2019-07-23;6;869
1424;Weber-Turner;41171;2018-03-16;2018-11-19;3;2600
1425;Emmerich, Schuster and Oberbrunner;52533;2022-05-01;2022-06-14;5;2346
1426;Barton, Grimes and Ortiz;38337;2019-12-24;2020-11-11;5;2309
1427;Gutkowski-Marvin;62466;2020-02-04;2019-01-14;15;1556
1428;Wolf, Gleason and Reichert;53544;2018-10-07;2019-03-11;9;4349
1429;Kihn Group;47969;2020-01-18;2019-06-25;14;1739
1430;Cremin-Grant;3931;2021-05-05;2020-10-15;9;798
1431;Ullrich, Hessel and Gleichner;36064;2020-04-14;2021-03-29;7;3273
1432;Runolfsdottir, Reilly and Pfeffer;30106;2019-10-09;2022-12-20;14;2058
1433;Schaefer, Runolfsson and Christiansen;4540;2018-05-15;2022-07-25;4;1633
1434;Hintz-Wiegand;63480;2021-08-21;2021-03-10;9;380
1435;Funk-Dibbert;48757;2019-11-03;2018-06-08;2;3556
1436;Kreiger, Homenick and Beahan;13166;2022-08-05;2022-07-31;14;1286
1437;Gulgowski Inc;62081;2019-12-03;2018-06-15;14;192
1438;Reichel Group;38315;2019-09-16;2020-03-21;10;4941
1439;Mraz-Grant;20503;2020-08-05;2022-08-21;2;1411
1440;Harvey, Steuber and Wilderman;28677;2019-09-04;2018-11-20;3;3774
1441;Labadie-Ryan;13472;2018-04-26;2018-08-22;12;4873
1442;Kunze and Sons;23122;2022-04-13;2022-05-06;2;3665
1443;Kris Group;66526;2018-02-28;2021-06-17;15;3783
1444;Donnelly, Schneider and Tromp;19802;2020-09-28;2020-11-01;9;3321
1445;Hane LLC;11772;2019-02-15;2020-07-22;10;3344
1446;Kuhic, Bernhard and Berge;48725;2018-10-05;2022-06-27;10;464
1447;Mayert Group;41237;2020-09-11;2022-12-20;7;3057
1448;Stark-Towne;26403;2022-09-07;2018-02-17;14;4378
1449;Crooks, Kassulke and Schroeder;21775;2022-10-23;2020-03-05;9;2787
1450;Bernhard-Jacobs;12602;2018-04-15;2019-09-06;5;2689
1451;Keebler, Goldner and Stamm;5024;2022-03-29;2019-08-24;7;2202
1452;Hirthe, Nikolaus and Pouros;43562;2022-10-07;2018-02-23;8;303
1453;Breitenberg, Veum and Gaylord;6066;2018-04-01;2018-02-12;14;115
1454;Funk and Sons;51125;2022-08-18;2019-04-03;15;1757
1455;Grant-King;70015;2019-03-07;2018-02-15;1;3494
1456;Marquardt Inc;41345;2022-11-07;2022-10-24;4;1145
1457;Jerde-Kihn;16425;2022-10-19;2021-05-13;1;2710
1458;Dickens and Sons;52643;2018-05-01;2019-12-25;11;3952
1459;Upton, Gutmann and Lind;38016;2021-08-18;2021-09-08;11;2644
1460;Kshlerin-Hackett;63695;2020-08-10;2021-03-31;4;994
1461;Kuvalis, Altenwerth and Klein;3617;2022-07-17;2022-05-19;11;2188
1462;Orn, Barton and Rau;36430;2018-07-02;2018-04-30;6;3969
1463;Dietrich LLC;58244;2022-11-15;2018-04-24;9;1021
1464;Rowe-Bogisich;34526;2020-11-26;2018-11-08;10;785
1465;Douglas-Rau;23483;2021-01-11;2019-09-23;3;1535
1466;Funk LLC;4774;2020-10-20;2020-03-11;2;1823
1467;Davis-Ziemann;51182;2022-06-13;2021-02-19;9;2368
1468;Reichert Inc;48665;2022-04-16;2018-04-19;11;4107
1469;Grant, Lind and Graham;53633;2020-05-09;2022-08-05;6;307
1470;Cronin Group;9085;2022-07-08;2018-10-29;2;3100
1471;Hegmann-Paucek;53760;2019-10-07;2019-03-09;7;143
1472;Kohler Inc;33431;2020-05-05;2021-07-18;2;3841
1473;Fay Group;11479;2019-11-23;2018-01-27;13;1147
1474;Weber-Turner;28998;2022-07-07;2019-09-28;1;2385
1475;Emmerich, Schuster and Oberbrunner;48586;2018-11-15;2022-05-10;5;3618
1476;Barton, Grimes and Ortiz;44549;2020-06-04;2021-01-04;13;3516
1477;Gutkowski-Marvin;11764;2022-09-06;2019-03-10;2;3480
1478;Wolf, Gleason and Reichert;59145;2022-06-28;2019-03-12;9;4990
1479;Kihn Group;67987;2021-06-30;2020-04-24;15;4683
1480;Cremin-Grant;77664;2021-01-30;2021-04-16;6;2866
1481;Ullrich, Hessel and Gleichner;22569;2018-03-03;2019-07-28;5;1239
1482;Runolfsdottir, Reilly and Pfeffer;25803;2018-11-23;2018-03-15;14;4971
1483;Schaefer, Runolfsson and Christiansen;55700;2020-01-22;2020-01-26;4;573
1484;Hintz-Wiegand;74347;2018-06-05;2021-05-03;15;1049
1485;Funk-Dibbert;29656;2019-11-25;2020-04-30;1;4021
1486;Kreiger, Homenick and Beahan;78541;2022-07-17;2018-01-03;1;3559
1487;Gulgowski Inc;73381;2020-09-26;2020-07-26;6;2379
1488;Reichel Group;40803;2020-07-03;2022-05-04;7;3120
1489;Mraz-Grant;51222;2018-08-16;2022-07-22;6;2875
1490;Harvey, Steuber and Wilderman;52938;2020-11-17;2018-07-15;5;1317
1491;Labadie-Ryan;20842;2019-01-26;2022-01-09;7;1688
1492;Kunze and Sons;25560;2018-01-05;2020-10-22;4;96
1493;Kris Group;47546;2018-09-21;2018-06-28;2;1378
1494;Donnelly, Schneider and Tromp;75956;2021-01-13;2019-09-26;1;1941
1495;Hane LLC;16018;2022-08-12;2019-01-14;2;3027
1496;Kuhic, Bernhard and Berge;77518;2022-08-04;2019-07-21;2;1556
1497;Mayert Group;2217;2019-03-05;2022-08-23;11;1389
1498;Stark-Towne;70645;2021-03-07;2021-03-11;3;2143
1499;Crooks, Kassulke and Schroeder;7826;2022-03-02;2021-09-20;11;2254
1500;Bernhard-Jacobs;49119;2020-07-12;2021-07-05;10;4005
1501;Keebler, Goldner and Stamm;34016;2019-04-30;2018-04-02;14;293
1502;Hirthe, Nikolaus and Pouros;37436;2019-05-23;2019-07-14;13;2607
1503;Breitenberg, Veum and Gaylord;62642;2020-04-19;2022-06-30;6;2022
1504;Funk and Sons;1047;2019-03-25;2022-01-11;15;3276
1505;Grant-King;20813;2018-08-23;2019-05-03;10;287
1506;Marquardt Inc;24518;2018-08-03;2021-01-10;1;2626
1507;Jerde-Kihn;28600;2018-02-20;2021-03-15;12;415
1508;Dickens and Sons;47620;2021-09-05;2020-12-01;7;2136
1509;Upton, Gutmann and Lind;50728;2018-01-29;2020-11-09;14;1651
1510;Kshlerin-Hackett;33702;2018-10-06;2019-04-24;2;1998
1511;Kuvalis, Altenwerth and Klein;44643;2021-05-12;2018-06-20;14;1566
1512;Orn, Barton and Rau;74973;2018-11-01;2019-01-04;4;1561
1513;Dietrich LLC;26423;2021-03-17;2018-11-26;6;1631
1514;Rowe-Bogisich;9674;2019-10-20;2019-10-04;2;2352
1515;Douglas-Rau;32810;2020-03-01;2019-01-02;14;139
1516;Funk LLC;16580;2021-03-02;2020-01-03;10;4882
1517;Davis-Ziemann;64436;2020-07-02;2021-12-11;6;3354
1518;Reichert Inc;74610;2022-07-15;2020-02-05;14;1349
1519;Grant, Lind and Graham;14431;2022-02-22;2021-12-04;3;2352
1520;Cronin Group;24337;2022-12-20;2019-03-18;10;2973
1521;Hegmann-Paucek;78149;2019-11-09;2018-01-03;10;3099
1522;Kohler Inc;55603;2022-06-08;2018-12-04;11;3822
1523;Fay Group;61928;2018-10-04;2020-08-07;1;1062
1524;Weber-Turner;40893;2018-12-14;2022-02-26;7;4823
1525;Emmerich, Schuster and Oberbrunner;2735;2020-05-10;2021-11-08;9;1731
1526;Barton, Grimes and Ortiz;26944;2020-10-01;2019-11-18;12;3905
1527;Gutkowski-Marvin;4314;2020-11-04;2021-08-23;2;3716
1528;Wolf, Gleason and Reichert;10977;2019-01-24;2021-06-22;2;2243
1529;Kihn Group;70965;2018-07-08;2020-07-11;15;701
1530;Cremin-Grant;33533;2018-12-15;2018-11-22;5;375
1531;Ullrich, Hessel and Gleichner;69656;2020-01-21;2022-12-05;14;4481
1532;Runolfsdottir, Reilly and Pfeffer;50988;2019-12-03;2018-09-28;6;1036
1533;Schaefer, Runolfsson and Christiansen;65109;2020-04-02;2019-11-23;10;3349
1534;Hintz-Wiegand;27320;2019-04-27;2018-11-13;1;2838
1535;Funk-Dibbert;70279;2018-10-30;2020-09-05;1;4254
1536;Kreiger, Homenick and Beahan;53984;2020-08-22;2022-08-05;13;1305
1537;Gulgowski Inc;52182;2021-10-13;2019-08-30;8;1015
1538;Reichel Group;20303;2022-11-16;2021-03-03;5;4355
1539;Mraz-Grant;12573;2020-01-07;2021-11-15;14;893
1540;Harvey, Steuber and Wilderman;54148;2019-05-08;2020-10-17;4;3002
1541;Labadie-Ryan;45483;2021-11-08;2022-07-31;9;719
1542;Kunze and Sons;15188;2021-04-26;2021-06-11;14;1499
1543;Kris Group;19978;2022-11-03;2022-03-10;8;3463
1544;Donnelly, Schneider and Tromp;28341;2019-12-14;2022-08-29;8;4729
1545;Hane LLC;17981;2019-11-15;2020-09-29;4;4292
1546;Kuhic, Bernhard and Berge;43126;2021-12-30;2021-04-09;11;3416
1547;Mayert Group;45976;2018-09-15;2019-07-01;3;280
1548;Stark-Towne;26917;2021-05-30;2022-10-03;7;2396
1549;Crooks, Kassulke and Schroeder;60412;2020-02-17;2022-04-15;11;2176
1550;Bernhard-Jacobs;56756;2018-08-28;2022-10-23;2;640
1551;Keebler, Goldner and Stamm;77854;2019-06-19;2021-08-11;12;3125
1552;Hirthe, Nikolaus and Pouros;77343;2019-06-22;2019-01-15;1;1684
1553;Breitenberg, Veum and Gaylord;7901;2021-01-08;2022-11-17;11;625
1554;Funk and Sons;15324;2021-09-29;2020-06-05;12;2677
1555;Grant-King;58889;2018-02-02;2020-07-09;12;3403
1556;Marquardt Inc;2492;2021-05-13;2018-04-20;9;1657
1557;Jerde-Kihn;45519;2021-09-10;2019-11-11;4;4640
1558;Dickens and Sons;16775;2021-09-19;2019-08-06;15;4119
1559;Upton, Gutmann and Lind;39186;2022-08-13;2020-05-13;12;3593
1560;Kshlerin-Hackett;53528;2020-07-25;2018-08-30;6;348
1561;Kuvalis, Altenwerth and Klein;29054;2021-02-12;2022-03-19;8;2960
1562;Orn, Barton and Rau;15537;2019-12-27;2019-04-15;2;2763
1563;Dietrich LLC;26164;2021-07-27;2022-03-29;13;3788
1564;Rowe-Bogisich;79609;2019-01-21;2021-04-14;4;124
1565;Douglas-Rau;3021;2018-06-03;2022-08-22;14;65
1566;Funk LLC;11215;2019-04-11;2018-10-31;15;4276
1567;Davis-Ziemann;68783;2019-11-19;2020-04-07;10;3600
1568;Reichert Inc;25075;2019-08-04;2020-02-08;3;3823
1569;Grant, Lind and Graham;58632;2022-06-16;2019-04-25;6;617
1570;Cronin Group;38924;2018-12-27;2020-07-06;2;566
1571;Hegmann-Paucek;64861;2019-08-17;2021-11-24;13;3306
1572;Kohler Inc;21246;2022-10-07;2020-09-14;12;725
1573;Fay Group;48859;2018-11-18;2020-02-14;10;4516
1574;Weber-Turner;40599;2018-02-26;2022-06-16;9;2363
1575;Emmerich, Schuster and Oberbrunner;1694;2019-07-23;2022-10-03;13;1479
1576;Barton, Grimes and Ortiz;14672;2019-10-19;2019-06-15;15;1788
1577;Gutkowski-Marvin;64743;2020-01-01;2021-09-23;9;2035
1578;Wolf, Gleason and Reichert;16265;2022-10-25;2020-11-21;12;3506
1579;Kihn Group;49640;2022-06-03;2018-04-27;5;2697
1580;Cremin-Grant;39134;2018-06-12;2022-02-04;14;4660
1581;Ullrich, Hessel and Gleichner;2120;2019-02-18;2019-08-23;15;3363
1582;Runolfsdottir, Reilly and Pfeffer;43728;2020-07-06;2018-05-29;13;1618
1583;Schaefer, Runolfsson and Christiansen;67391;2021-01-05;2020-09-09;8;4274
1584;Hintz-Wiegand;9173;2019-06-08;2022-02-03;2;3184
1585;Funk-Dibbert;50242;2018-02-08;2020-04-04;3;562
1586;Kreiger, Homenick and Beahan;11631;2022-04-17;2020-01-19;9;982
1587;Gulgowski Inc;25070;2018-11-18;2018-10-08;12;1139
1588;Reichel Group;33717;2020-02-21;2022-11-05;7;1440
1589;Mraz-Grant;42304;2021-08-01;2020-09-02;13;605
1590;Harvey, Steuber and Wilderman;31604;2021-11-08;2022-05-23;5;43
1591;Labadie-Ryan;28700;2020-04-25;2018-12-04;13;2344
1592;Kunze and Sons;38847;2020-09-08;2018-09-25;1;100
1593;Kris Group;71097;2018-01-19;2020-05-11;8;1296
1594;Donnelly, Schneider and Tromp;2151;2020-03-19;2022-04-03;1;1123
1595;Hane LLC;10338;2019-01-27;2019-09-21;13;4588
1596;Kuhic, Bernhard and Berge;49956;2020-10-28;2022-04-29;9;2657
1597;Mayert Group;49280;2019-10-14;2019-01-26;15;1835
1598;Stark-Towne;14218;2022-06-21;2020-03-15;5;3118
1599;Crooks, Kassulke and Schroeder;43741;2022-09-24;2020-11-01;3;3995
1600;Bernhard-Jacobs;63719;2020-01-30;2022-02-02;9;18
1601;Keebler, Goldner and Stamm;19935;2020-02-06;2021-01-01;4;1516
1602;Hirthe, Nikolaus and Pouros;13004;2020-04-21;2022-03-04;4;3876
1603;Breitenberg, Veum and Gaylord;11598;2019-05-26;2019-03-21;6;4630
1604;Funk and Sons;63;2021-02-06;2020-10-11;13;2956
1605;Grant-King;48993;2021-07-05;2018-10-07;12;746
1606;Marquardt Inc;63415;2018-03-07;2021-10-10;3;2428
1607;Jerde-Kihn;61043;2022-04-17;2018-03-11;9;2673
1608;Dickens and Sons;23114;2020-10-16;2021-10-04;3;1388
1609;Upton, Gutmann and Lind;10501;2019-10-23;2020-04-04;11;4878
1610;Kshlerin-Hackett;5729;2019-12-05;2019-11-25;4;2037
1611;Kuvalis, Altenwerth and Klein;36078;2019-03-22;2022-07-30;14;1044
1612;Orn, Barton and Rau;74246;2018-10-25;2021-07-25;3;3367
1613;Dietrich LLC;60232;2021-10-20;2020-05-23;7;3128
1614;Rowe-Bogisich;59065;2018-03-05;2020-05-17;12;4174
1615;Douglas-Rau;11135;2022-04-23;2021-02-25;7;2682
1616;Funk LLC;60290;2018-01-19;2020-07-06;8;697
1617;Davis-Ziemann;76719;2021-03-21;2021-06-22;7;4573
1618;Reichert Inc;28796;2022-12-30;2020-02-25;4;1633
1619;Grant, Lind and Graham;68615;2021-09-16;2021-07-12;12;1638
1620;Cronin Group;37861;2019-08-05;2020-06-30;4;3828
1621;Hegmann-Paucek;78033;2020-04-03;2020-07-08;2;2944
1622;Kohler Inc;22500;2020-12-21;2022-01-31;11;625
1623;Fay Group;16441;2020-06-27;2018-11-24;1;327
1624;Weber-Turner;75012;2018-04-22;2022-01-02;1;1131
1625;Emmerich, Schuster and Oberbrunner;40885;2022-01-26;2018-07-11;14;4152
1626;Barton, Grimes and Ortiz;5773;2019-02-24;2020-12-13;15;565
1627;Gutkowski-Marvin;77128;2021-09-30;2020-08-06;14;2462
1628;Wolf, Gleason and Reichert;63245;2019-01-03;2020-10-23;13;4145
1629;Kihn Group;49858;2019-03-05;2020-05-05;1;3528
1630;Cremin-Grant;67637;2018-09-24;2019-12-04;6;4778
1631;Ullrich, Hessel and Gleichner;62600;2020-02-05;2020-10-10;1;4448
1632;Runolfsdottir, Reilly and Pfeffer;17958;2021-03-30;2022-04-23;10;2481
1633;Schaefer, Runolfsson and Christiansen;53282;2022-06-24;2020-05-25;6;993
1634;Hintz-Wiegand;75634;2020-10-01;2019-02-21;9;1508
1635;Funk-Dibbert;17003;2020-04-11;2020-04-11;2;777
1636;Kreiger, Homenick and Beahan;44401;2020-09-30;2018-04-24;4;1462
1637;Gulgowski Inc;3825;2018-08-16;2021-08-18;14;1038
1638;Reichel Group;75508;2021-01-09;2020-02-02;6;2055
1639;Mraz-Grant;56039;2021-07-13;2019-06-16;10;4643
1640;Harvey, Steuber and Wilderman;489;2022-05-18;2018-12-26;13;2432
1641;Labadie-Ryan;42252;2022-03-21;2020-11-12;1;2304
1642;Kunze and Sons;65677;2021-05-03;2021-05-20;5;400
1643;Kris Group;5082;2019-07-25;2020-02-14;4;284
1644;Donnelly, Schneider and Tromp;32576;2022-03-25;2022-01-16;15;3469
1645;Hane LLC;69141;2018-09-11;2019-09-11;2;1645
1646;Kuhic, Bernhard and Berge;38492;2019-05-27;2022-03-04;14;159
1647;Mayert Group;52013;2021-07-26;2020-07-31;14;4483
1648;Stark-Towne;71623;2019-07-01;2022-01-21;8;2143
1649;Crooks, Kassulke and Schroeder;79219;2019-11-14;2021-04-18;9;1355
1650;Bernhard-Jacobs;6471;2019-03-27;2020-08-21;9;4374
1651;Keebler, Goldner and Stamm;37733;2022-07-21;2018-06-14;6;1473
1652;Hirthe, Nikolaus and Pouros;524;2020-09-13;2022-07-31;14;346
1653;Breitenberg, Veum and Gaylord;60556;2018-07-24;2022-04-16;15;2571
1654;Funk and Sons;3930;2018-11-14;2019-06-26;13;910
1655;Grant-King;3119;2020-04-16;2019-03-11;6;4944
1656;Marquardt Inc;14041;2020-08-25;2022-08-21;11;1263
1657;Jerde-Kihn;24039;2018-10-06;2018-03-16;11;2598
1658;Dickens and Sons;72496;2018-09-04;2018-03-18;8;1409
1659;Upton, Gutmann and Lind;21252;2018-02-06;2018-01-10;10;2410
1660;Kshlerin-Hackett;6598;2018-09-30;2019-09-27;12;1033
1661;Kuvalis, Altenwerth and Klein;58916;2020-12-15;2018-10-20;9;3061
1662;Orn, Barton and Rau;28991;2018-04-11;2021-06-12;6;2551
1663;Dietrich LLC;59200;2018-02-26;2018-06-20;2;2613
1664;Rowe-Bogisich;29174;2018-12-02;2019-10-25;5;3896
1665;Douglas-Rau;4965;2018-03-18;2019-06-26;4;1608
1666;Funk LLC;78542;2022-05-06;2021-08-14;15;2508
1667;Davis-Ziemann;50414;2020-01-20;2021-02-10;1;4376
1668;Reichert Inc;28250;2018-05-29;2020-08-11;3;195
1669;Grant, Lind and Graham;53405;2021-12-31;2022-10-27;15;4600
1670;Cronin Group;28971;2020-03-16;2018-09-08;5;3490
1671;Hegmann-Paucek;2954;2022-11-19;2019-06-03;5;2559
1672;Kohler Inc;10828;2018-12-03;2018-05-17;1;4512
1673;Fay Group;64025;2020-12-09;2019-08-03;11;2782
1674;Weber-Turner;79905;2019-02-07;2020-03-02;14;4389
1675;Emmerich, Schuster and Oberbrunner;27496;2018-11-30;2020-05-29;7;3894
1676;Barton, Grimes and Ortiz;21110;2018-07-16;2022-02-02;11;1506
1677;Gutkowski-Marvin;41333;2020-07-04;2022-02-23;1;3653
1678;Wolf, Gleason and Reichert;2216;2022-07-09;2018-05-31;12;636
1679;Kihn Group;70389;2019-05-06;2022-06-12;14;3864
1680;Cremin-Grant;66318;2020-02-08;2021-06-30;5;1755
1681;Ullrich, Hessel and Gleichner;12145;2021-12-10;2020-04-11;9;4166
1682;Runolfsdottir, Reilly and Pfeffer;60759;2020-01-26;2021-11-16;7;2394
1683;Schaefer, Runolfsson and Christiansen;17173;2020-10-04;2018-11-20;5;1499
1684;Hintz-Wiegand;4964;2021-02-09;2021-09-13;7;508
1685;Funk-Dibbert;73146;2021-02-08;2021-12-04;7;858
1686;Kreiger, Homenick and Beahan;25662;2022-06-26;2018-05-27;9;336
1687;Gulgowski Inc;20931;2021-09-02;2019-11-21;4;4781
1688;Reichel Group;57302;2020-12-15;2021-10-16;1;2649
1689;Mraz-Grant;35231;2020-10-17;2020-11-03;3;4650
1690;Harvey, Steuber and Wilderman;8274;2021-10-21;2018-10-03;2;4493
1691;Labadie-Ryan;70307;2020-11-19;2022-02-14;2;828
1692;Kunze and Sons;3139;2021-06-06;2019-10-13;14;4932
1693;Kris Group;78903;2021-10-22;2019-10-16;10;226
1694;Donnelly, Schneider and Tromp;58457;2018-10-23;2020-01-24;3;3490
1695;Hane LLC;72394;2018-02-09;2020-04-13;13;344
1696;Kuhic, Bernhard and Berge;43335;2020-08-25;2021-05-31;11;251
1697;Mayert Group;40096;2018-06-03;2021-10-02;6;4357
1698;Stark-Towne;51922;2022-12-25;2018-01-10;2;447
1699;Crooks, Kassulke and Schroeder;19782;2018-04-25;2022-11-24;7;823
1700;Bernhard-Jacobs;51805;2022-06-28;2022-03-24;12;4231
1701;Keebler, Goldner and Stamm;75778;2022-12-08;2021-03-17;14;2532
1702;Hirthe, Nikolaus and Pouros;63337;2022-11-26;2022-06-26;14;4746
1703;Breitenberg, Veum and Gaylord;14435;2022-07-15;2022-02-07;5;1375
1704;Funk and Sons;55636;2018-07-08;2021-03-17;13;1888
1705;Grant-King;28228;2019-04-29;2022-05-24;9;1841
1706;Marquardt Inc;1684;2021-05-12;2021-07-12;10;4615
1707;Jerde-Kihn;12683;2019-06-08;2022-06-05;14;4209
1708;Dickens and Sons;47814;2019-06-07;2021-11-08;3;3433
1709;Upton, Gutmann and Lind;5122;2021-08-29;2019-11-19;1;4981
1710;Kshlerin-Hackett;12825;2018-01-28;2022-05-17;3;480
1711;Kuvalis, Altenwerth and Klein;47857;2018-10-24;2021-09-02;4;1969
1712;Orn, Barton and Rau;32226;2022-01-26;2019-03-15;11;3191
1713;Dietrich LLC;48247;2020-09-13;2021-03-22;9;1224
1714;Rowe-Bogisich;48226;2019-06-13;2019-05-31;3;4838
1715;Douglas-Rau;62653;2019-06-04;2019-01-30;14;4557
1716;Funk LLC;77677;2019-05-22;2018-02-01;7;4761
1717;Davis-Ziemann;37068;2019-12-04;2019-06-07;5;566
1718;Reichert Inc;57360;2018-02-07;2018-06-23;7;3725
1719;Grant, Lind and Graham;51159;2021-03-03;2021-08-14;2;1765
1720;Cronin Group;74886;2020-03-07;2019-11-14;7;3748
1721;Hegmann-Paucek;76310;2018-05-10;2022-10-25;15;571
1722;Kohler Inc;44573;2022-01-21;2018-05-06;10;2710
1723;Fay Group;33782;2018-10-26;2019-04-06;3;4075
1724;Weber-Turner;54643;2018-09-17;2021-05-31;12;1142
1725;Emmerich, Schuster and Oberbrunner;2912;2019-05-24;2022-11-17;4;1894
1726;Barton, Grimes and Ortiz;58852;2020-12-30;2022-04-05;2;4648
1727;Gutkowski-Marvin;77950;2021-03-02;2020-09-23;1;1024
1728;Wolf, Gleason and Reichert;32867;2021-09-26;2020-02-15;8;2020
1729;Kihn Group;46418;2019-01-22;2022-04-28;2;1987
1730;Cremin-Grant;13871;2022-09-01;2019-06-07;9;2460
1731;Ullrich, Hessel and Gleichner;27109;2019-10-12;2020-11-13;15;3304
1732;Runolfsdottir, Reilly and Pfeffer;25093;2019-07-24;2018-06-03;11;1258
1733;Schaefer, Runolfsson and Christiansen;75161;2022-08-31;2021-06-21;1;4731
1734;Hintz-Wiegand;61812;2021-06-27;2022-06-07;2;1656
1735;Funk-Dibbert;59493;2021-05-07;2018-12-18;2;1131
